code	family	reason
E69.03	E	six-hour store (depth.db / trade tape) — NOT COMPUTABLE (excluded by design)
E69.04	E	six-hour store (depth.db / trade tape) — NOT COMPUTABLE (excluded by design)
E69.05	E	six-hour store (depth.db / trade tape) — NOT COMPUTABLE (excluded by design)
E69.06	E	six-hour store (depth.db / trade tape) — NOT COMPUTABLE (excluded by design)
E69.07	E	six-hour store (depth.db / trade tape) — NOT COMPUTABLE (excluded by design)
E69.08	E	six-hour store (depth.db / trade tape) — NOT COMPUTABLE (excluded by design)
E69.09	E	six-hour store (depth.db / trade tape) — NOT COMPUTABLE (excluded by design)
E69.10	E	six-hour store (depth.db / trade tape) — NOT COMPUTABLE (excluded by design)
E70.01	E	six-hour store (depth.db / trade tape) — NOT COMPUTABLE (excluded by design)
E70.02	E	six-hour store (depth.db / trade tape) — NOT COMPUTABLE (excluded by design)
E70.03	E	six-hour store (depth.db / trade tape) — NOT COMPUTABLE (excluded by design)
E70.04	E	six-hour store (depth.db / trade tape) — NOT COMPUTABLE (excluded by design)
E70.05	E	six-hour store (depth.db / trade tape) — NOT COMPUTABLE (excluded by design)
E70.06	E	six-hour store (depth.db / trade tape) — NOT COMPUTABLE (excluded by design)
E70.07	E	six-hour store (depth.db / trade tape) — NOT COMPUTABLE (excluded by design)
E70.08	E	six-hour store (depth.db / trade tape) — NOT COMPUTABLE (excluded by design)
E70.09	E	six-hour store (depth.db / trade tape) — NOT COMPUTABLE (excluded by design)
E70.10	E	six-hour store (depth.db / trade tape) — NOT COMPUTABLE (excluded by design)
E71.01	E	six-hour store (depth.db / trade tape) — NOT COMPUTABLE (excluded by design)
E71.02	E	six-hour store (depth.db / trade tape) — NOT COMPUTABLE (excluded by design)
E71.03	E	six-hour store (depth.db / trade tape) — NOT COMPUTABLE (excluded by design)
E71.04	E	six-hour store (depth.db / trade tape) — NOT COMPUTABLE (excluded by design)
E71.05	E	six-hour store (depth.db / trade tape) — NOT COMPUTABLE (excluded by design)
E71.06	E	six-hour store (depth.db / trade tape) — NOT COMPUTABLE (excluded by design)
E71.07	E	six-hour store (depth.db / trade tape) — NOT COMPUTABLE (excluded by design)
E71.08	E	six-hour store (depth.db / trade tape) — NOT COMPUTABLE (excluded by design)
E71.09	E	six-hour store (depth.db / trade tape) — NOT COMPUTABLE (excluded by design)
E71.10	E	six-hour store (depth.db / trade tape) — NOT COMPUTABLE (excluded by design)
E72.01	E	six-hour store (depth.db / trade tape) — NOT COMPUTABLE (excluded by design)
E72.02	E	six-hour store (depth.db / trade tape) — NOT COMPUTABLE (excluded by design)
E72.03	E	six-hour store (depth.db / trade tape) — NOT COMPUTABLE (excluded by design)
E72.04	E	six-hour store (depth.db / trade tape) — NOT COMPUTABLE (excluded by design)
E72.05	E	six-hour store (depth.db / trade tape) — NOT COMPUTABLE (excluded by design)
E72.06	E	six-hour store (depth.db / trade tape) — NOT COMPUTABLE (excluded by design)
E72.07	E	six-hour store (depth.db / trade tape) — NOT COMPUTABLE (excluded by design)
E72.08	E	six-hour store (depth.db / trade tape) — NOT COMPUTABLE (excluded by design)
E72.09	E	six-hour store (depth.db / trade tape) — NOT COMPUTABLE (excluded by design)
E72.10	E	six-hour store (depth.db / trade tape) — NOT COMPUTABLE (excluded by design)
G01.2	G	bespoke composite — deferred (T1 core = named primitives)
G01.3	G	bespoke composite — deferred (T1 core = named primitives)
G01.4	G	bespoke composite — deferred (T1 core = named primitives)
G01.5	G	bespoke composite — deferred (T1 core = named primitives)
G02.2	G	bespoke composite — deferred (T1 core = named primitives)
G02.3	G	bespoke composite — deferred (T1 core = named primitives)
G02.4	G	bespoke composite — deferred (T1 core = named primitives)
G02.5	G	bespoke composite — deferred (T1 core = named primitives)
G02.6	G	bespoke composite — deferred (T1 core = named primitives)
G03.2	G	bespoke composite — deferred (T1 core = named primitives)
G03.3	G	bespoke composite — deferred (T1 core = named primitives)
G03.4	G	bespoke composite — deferred (T1 core = named primitives)
G03.5	G	bespoke composite — deferred (T1 core = named primitives)
G04.2	G	bespoke composite — deferred (T1 core = named primitives)
G04.3	G	bespoke composite — deferred (T1 core = named primitives)
G04.4	G	bespoke composite — deferred (T1 core = named primitives)
G04.5	G	bespoke composite — deferred (T1 core = named primitives)
G05.1	G	bespoke composite — deferred (T1 core = named primitives)
G05.2	G	bespoke composite — deferred (T1 core = named primitives)
G05.3	G	bespoke composite — deferred (T1 core = named primitives)
G05.4	G	bespoke composite — deferred (T1 core = named primitives)
G05.5	G	bespoke composite — deferred (T1 core = named primitives)
G06.2	G	bespoke composite — deferred (T1 core = named primitives)
G06.3	G	bespoke composite — deferred (T1 core = named primitives)
G06.4	G	bespoke composite — deferred (T1 core = named primitives)
G06.5	G	bespoke composite — deferred (T1 core = named primitives)
G06.6	G	bespoke composite — deferred (T1 core = named primitives)
G07.1	G	bespoke composite — deferred (T1 core = named primitives)
G07.2	G	bespoke composite — deferred (T1 core = named primitives)
G07.3	G	bespoke composite — deferred (T1 core = named primitives)
G07.4	G	bespoke composite — deferred (T1 core = named primitives)
G07.5	G	bespoke composite — deferred (T1 core = named primitives)
G08.2	G	bespoke composite — deferred (T1 core = named primitives)
G08.3	G	bespoke composite — deferred (T1 core = named primitives)
G08.4	G	bespoke composite — deferred (T1 core = named primitives)
G08.5	G	bespoke composite — deferred (T1 core = named primitives)
G09.1	G	bespoke composite — deferred (T1 core = named primitives)
G09.2	G	bespoke composite — deferred (T1 core = named primitives)
G09.3	G	bespoke composite — deferred (T1 core = named primitives)
G09.4	G	bespoke composite — deferred (T1 core = named primitives)
G09.5	G	bespoke composite — deferred (T1 core = named primitives)
G10.2	G	bespoke composite — deferred (T1 core = named primitives)
G10.3	G	bespoke composite — deferred (T1 core = named primitives)
G10.4	G	bespoke composite — deferred (T1 core = named primitives)
G10.5	G	bespoke composite — deferred (T1 core = named primitives)
G11.1	G	bespoke composite — deferred (T1 core = named primitives)
G11.2	G	bespoke composite — deferred (T1 core = named primitives)
G11.3	G	bespoke composite — deferred (T1 core = named primitives)
G11.4	G	bespoke composite — deferred (T1 core = named primitives)
G11.5	G	bespoke composite — deferred (T1 core = named primitives)
G12.1	G	bespoke composite — deferred (T1 core = named primitives)
G12.2	G	bespoke composite — deferred (T1 core = named primitives)
G12.3	G	bespoke composite — deferred (T1 core = named primitives)
G12.4	G	six-hour tape sequencing — NOT COMPUTABLE (depth.db/tape)
G12.5	G	bespoke composite — deferred (T1 core = named primitives)
G13.1	G	bespoke composite — deferred (T1 core = named primitives)
G13.2	G	bespoke composite — deferred (T1 core = named primitives)
G13.3	G	bespoke composite — deferred (T1 core = named primitives)
G13.4	G	bespoke composite — deferred (T1 core = named primitives)
G13.5	G	bespoke composite — deferred (T1 core = named primitives)
G14.1	G	bespoke composite — deferred (T1 core = named primitives)
G14.2	G	bespoke composite — deferred (T1 core = named primitives)
G14.3	G	bespoke composite — deferred (T1 core = named primitives)
G14.4	G	bespoke composite — deferred (T1 core = named primitives)
G14.5	G	bespoke composite — deferred (T1 core = named primitives)
G15.1	G	bespoke composite — deferred (T1 core = named primitives)
G15.2	G	bespoke composite — deferred (T1 core = named primitives)
G15.3	G	bespoke composite — deferred (T1 core = named primitives)
G15.4	G	bespoke composite — deferred (T1 core = named primitives)
G15.5	G	bespoke composite — deferred (T1 core = named primitives)
G16.1	G	bespoke composite — deferred (T1 core = named primitives)
G16.2	G	bespoke composite — deferred (T1 core = named primitives)
G16.3	G	bespoke composite — deferred (T1 core = named primitives)
G16.4	G	bespoke composite — deferred (T1 core = named primitives)
G16.5	G	bespoke composite — deferred (T1 core = named primitives)
G17.1	G	structure/cross-tf composite — deferred (order-block / higher-tf)
G17.2	G	structure/cross-tf composite — deferred (order-block / higher-tf)
G17.3	G	structure/cross-tf composite — deferred (order-block / higher-tf)
G17.4	G	structure/cross-tf composite — deferred (order-block / higher-tf)
G17.5	G	structure/cross-tf composite — deferred (order-block / higher-tf)
G18.1	G	structure/cross-tf composite — deferred (order-block / higher-tf)
G18.2	G	structure/cross-tf composite — deferred (order-block / higher-tf)
G18.3	G	structure/cross-tf composite — deferred (order-block / higher-tf)
G18.4	G	structure/cross-tf composite — deferred (order-block / higher-tf)
G18.5	G	structure/cross-tf composite — deferred (order-block / higher-tf)
G19.1	G	bespoke composite — deferred (T1 core = named primitives)
G19.2	G	six-hour tape sequencing — NOT COMPUTABLE (depth.db/tape)
G19.3	G	six-hour tape sequencing — NOT COMPUTABLE (depth.db/tape)
G19.4	G	bespoke composite — deferred (T1 core = named primitives)
G19.5	G	bespoke composite — deferred (T1 core = named primitives)
G20.1	G	structure/cross-tf composite — deferred (order-block / higher-tf)
G20.2	G	structure/cross-tf composite — deferred (order-block / higher-tf)
G20.3	G	structure/cross-tf composite — deferred (order-block / higher-tf)
G20.4	G	structure/cross-tf composite — deferred (order-block / higher-tf)
G20.5	G	structure/cross-tf composite — deferred (order-block / higher-tf)
G21.1	G	bespoke composite — deferred (T1 core = named primitives)
G21.2	G	bespoke composite — deferred (T1 core = named primitives)
G21.3	G	bespoke composite — deferred (T1 core = named primitives)
G21.4	G	bespoke composite — deferred (T1 core = named primitives)
G21.5	G	bespoke composite — deferred (T1 core = named primitives)
G22.1	G	bespoke composite — deferred (T1 core = named primitives)
G22.2	G	bespoke composite — deferred (T1 core = named primitives)
G22.3	G	bespoke composite — deferred (T1 core = named primitives)
G22.4	G	bespoke composite — deferred (T1 core = named primitives)
G22.5	G	bespoke composite — deferred (T1 core = named primitives)
J-P1.01	J-	T3: J--scope (post-hoc)
X-P1.01	X-	T3: X--scope (post-hoc)
J-P1.02	J-	T3: J--scope (post-hoc)
X-P1.02	X-	T3: X--scope (post-hoc)
J-P1.03	J-	T3: J--scope (post-hoc)
X-P1.03	X-	T3: X--scope (post-hoc)
J-P1.04	J-	T3: J--scope (post-hoc)
X-P1.04	X-	T3: X--scope (post-hoc)
J-P1.05	J-	T3: J--scope (post-hoc)
X-P1.05	X-	T3: X--scope (post-hoc)
J-P1.06	J-	T3: J--scope (post-hoc)
X-P1.06	X-	T3: X--scope (post-hoc)
J-P1.07	J-	T3: J--scope (post-hoc)
X-P1.07	X-	T3: X--scope (post-hoc)
J-P1.08	J-	T3: J--scope (post-hoc)
X-P1.08	X-	T3: X--scope (post-hoc)
J-P1.09	J-	T3: J--scope (post-hoc)
X-P1.09	X-	T3: X--scope (post-hoc)
J-P1.10	J-	T3: J--scope (post-hoc)
X-P1.10	X-	T3: X--scope (post-hoc)
J-P1.11	J-	T3: J--scope (post-hoc)
X-P1.11	X-	T3: X--scope (post-hoc)
J-P2.01	J-	T3: J--scope (post-hoc)
X-P2.01	X-	T3: X--scope (post-hoc)
J-P2.02	J-	T3: J--scope (post-hoc)
X-P2.02	X-	T3: X--scope (post-hoc)
J-P2.03	J-	T3: J--scope (post-hoc)
X-P2.03	X-	T3: X--scope (post-hoc)
J-P2.04	J-	T3: J--scope (post-hoc)
X-P2.04	X-	T3: X--scope (post-hoc)
J-P2.05	J-	T3: J--scope (post-hoc)
X-P2.05	X-	T3: X--scope (post-hoc)
J-P2.06	J-	T3: J--scope (post-hoc)
X-P2.06	X-	T3: X--scope (post-hoc)
J-P2.07	J-	T3: J--scope (post-hoc)
X-P2.07	X-	T3: X--scope (post-hoc)
J-P2.08	J-	T3: J--scope (post-hoc)
X-P2.08	X-	T3: X--scope (post-hoc)
J-P2.09	J-	T3: J--scope (post-hoc)
X-P2.09	X-	T3: X--scope (post-hoc)
J-P2.10	J-	T3: J--scope (post-hoc)
X-P2.10	X-	T3: X--scope (post-hoc)
J-P2.11	J-	T3: J--scope (post-hoc)
X-P2.11	X-	T3: X--scope (post-hoc)
J-P3.01	J-	T3: J--scope (post-hoc)
X-P3.01	X-	T3: X--scope (post-hoc)
J-P3.02	J-	T3: J--scope (post-hoc)
X-P3.02	X-	T3: X--scope (post-hoc)
J-P3.03	J-	T3: J--scope (post-hoc)
X-P3.03	X-	T3: X--scope (post-hoc)
J-P3.04	J-	T3: J--scope (post-hoc)
X-P3.04	X-	T3: X--scope (post-hoc)
J-P3.05	J-	T3: J--scope (post-hoc)
X-P3.05	X-	T3: X--scope (post-hoc)
J-P3.06	J-	T3: J--scope (post-hoc)
X-P3.06	X-	T3: X--scope (post-hoc)
J-P3.07	J-	T3: J--scope (post-hoc)
X-P3.07	X-	T3: X--scope (post-hoc)
J-P3.08	J-	T3: J--scope (post-hoc)
X-P3.08	X-	T3: X--scope (post-hoc)
J-P3.09	J-	T3: J--scope (post-hoc)
X-P3.09	X-	T3: X--scope (post-hoc)
J-P3.10	J-	T3: J--scope (post-hoc)
X-P3.10	X-	T3: X--scope (post-hoc)
J-P4.01	J-	T3: J--scope (post-hoc)
X-P4.01	X-	T3: X--scope (post-hoc)
J-P4.02	J-	T3: J--scope (post-hoc)
X-P4.02	X-	T3: X--scope (post-hoc)
J-P4.03	J-	T3: J--scope (post-hoc)
X-P4.03	X-	T3: X--scope (post-hoc)
J-P4.04	J-	T3: J--scope (post-hoc)
X-P4.04	X-	T3: X--scope (post-hoc)
J-P4.05	J-	T3: J--scope (post-hoc)
X-P4.05	X-	T3: X--scope (post-hoc)
B-P4.06	B-	T2b: exhaustion fire-count / weakest-leg — pending
J-P4.06	J-	T3: J--scope (post-hoc)
X-P4.06	X-	T3: X--scope (post-hoc)
B-P4.07	B-	T2b: exhaustion fire-count / weakest-leg — pending
J-P4.07	J-	T3: J--scope (post-hoc)
X-P4.07	X-	T3: X--scope (post-hoc)
B-P4.08	B-	T2b: exhaustion fire-count / weakest-leg — pending
J-P4.08	J-	T3: J--scope (post-hoc)
X-P4.08	X-	T3: X--scope (post-hoc)
J-P4.09	J-	T3: J--scope (post-hoc)
X-P4.09	X-	T3: X--scope (post-hoc)
J-P4.10	J-	T3: J--scope (post-hoc)
X-P4.10	X-	T3: X--scope (post-hoc)
B-P4.11	B-	T2b: exhaustion fire-count / weakest-leg — pending
J-P4.11	J-	T3: J--scope (post-hoc)
X-P4.11	X-	T3: X--scope (post-hoc)
B-P5.01	B-	T2b: phase-panel segmentation (BEFORE/DURING/END) — pending
J-P5.01	J-	T3: J--scope (post-hoc)
X-P5.01	X-	T3: X--scope (post-hoc)
B-P5.02	B-	T2b: phase-panel segmentation (BEFORE/DURING/END) — pending
J-P5.02	J-	T3: J--scope (post-hoc)
X-P5.02	X-	T3: X--scope (post-hoc)
B-P5.03	B-	T2b: phase-panel segmentation (BEFORE/DURING/END) — pending
J-P5.03	J-	T3: J--scope (post-hoc)
X-P5.03	X-	T3: X--scope (post-hoc)
B-P5.04	B-	T2b: phase-panel segmentation (BEFORE/DURING/END) — pending
J-P5.04	J-	T3: J--scope (post-hoc)
X-P5.04	X-	T3: X--scope (post-hoc)
B-P5.05	B-	T2b: phase-panel segmentation (BEFORE/DURING/END) — pending
J-P5.05	J-	T3: J--scope (post-hoc)
X-P5.05	X-	T3: X--scope (post-hoc)
B-P5.06	B-	T2b: phase-panel segmentation (BEFORE/DURING/END) — pending
J-P5.06	J-	T3: J--scope (post-hoc)
X-P5.06	X-	T3: X--scope (post-hoc)
B-P5.07	B-	T2b: phase-panel segmentation (BEFORE/DURING/END) — pending
J-P5.07	J-	T3: J--scope (post-hoc)
X-P5.07	X-	T3: X--scope (post-hoc)
B-P5.08	B-	T2b: phase-panel segmentation (BEFORE/DURING/END) — pending
J-P5.08	J-	T3: J--scope (post-hoc)
X-P5.08	X-	T3: X--scope (post-hoc)
B-P5.09	B-	T2b: phase-panel segmentation (BEFORE/DURING/END) — pending
J-P5.09	J-	T3: J--scope (post-hoc)
X-P5.09	X-	T3: X--scope (post-hoc)
B-P5.10	B-	T2b: phase-panel segmentation (BEFORE/DURING/END) — pending
J-P5.10	J-	T3: J--scope (post-hoc)
X-P5.10	X-	T3: X--scope (post-hoc)
B-P6.01	B-	T2b: phase-panel segmentation (BEFORE/DURING/END) — pending
J-P6.01	J-	T3: J--scope (post-hoc)
X-P6.01	X-	T3: X--scope (post-hoc)
B-P6.02	B-	T2b: phase-panel segmentation (BEFORE/DURING/END) — pending
J-P6.02	J-	T3: J--scope (post-hoc)
X-P6.02	X-	T3: X--scope (post-hoc)
B-P6.03	B-	T2b: phase-panel segmentation (BEFORE/DURING/END) — pending
J-P6.03	J-	T3: J--scope (post-hoc)
X-P6.03	X-	T3: X--scope (post-hoc)
B-P6.04	B-	T2b: phase-panel segmentation (BEFORE/DURING/END) — pending
J-P6.04	J-	T3: J--scope (post-hoc)
X-P6.04	X-	T3: X--scope (post-hoc)
B-P6.05	B-	T2b: phase-panel segmentation (BEFORE/DURING/END) — pending
J-P6.05	J-	T3: J--scope (post-hoc)
X-P6.05	X-	T3: X--scope (post-hoc)
B-P6.06	B-	T2b: phase-panel segmentation (BEFORE/DURING/END) — pending
J-P6.06	J-	T3: J--scope (post-hoc)
X-P6.06	X-	T3: X--scope (post-hoc)
B-P6.07	B-	T2b: phase-panel segmentation (BEFORE/DURING/END) — pending
J-P6.07	J-	T3: J--scope (post-hoc)
X-P6.07	X-	T3: X--scope (post-hoc)
B-P6.08	B-	T2b: phase-panel segmentation (BEFORE/DURING/END) — pending
J-P6.08	J-	T3: J--scope (post-hoc)
X-P6.08	X-	T3: X--scope (post-hoc)
B-P6.09	B-	T2b: phase-panel segmentation (BEFORE/DURING/END) — pending
J-P6.09	J-	T3: J--scope (post-hoc)
X-P6.09	X-	T3: X--scope (post-hoc)
B-P6.10	B-	T2b: phase-panel segmentation (BEFORE/DURING/END) — pending
J-P6.10	J-	T3: J--scope (post-hoc)
X-P6.10	X-	T3: X--scope (post-hoc)
B-P7.01	B-	T2b: phase-panel segmentation (BEFORE/DURING/END) — pending
J-P7.01	J-	T3: J--scope (post-hoc)
X-P7.01	X-	T3: X--scope (post-hoc)
B-P7.02	B-	T2b: phase-panel segmentation (BEFORE/DURING/END) — pending
J-P7.02	J-	T3: J--scope (post-hoc)
X-P7.02	X-	T3: X--scope (post-hoc)
B-P7.03	B-	T2b: phase-panel segmentation (BEFORE/DURING/END) — pending
J-P7.03	J-	T3: J--scope (post-hoc)
X-P7.03	X-	T3: X--scope (post-hoc)
B-P7.04	B-	T2b: phase-panel segmentation (BEFORE/DURING/END) — pending
J-P7.04	J-	T3: J--scope (post-hoc)
X-P7.04	X-	T3: X--scope (post-hoc)
B-P7.05	B-	T2b: phase-panel segmentation (BEFORE/DURING/END) — pending
J-P7.05	J-	T3: J--scope (post-hoc)
X-P7.05	X-	T3: X--scope (post-hoc)
B-P7.06	B-	T2b: phase-panel segmentation (BEFORE/DURING/END) — pending
J-P7.06	J-	T3: J--scope (post-hoc)
X-P7.06	X-	T3: X--scope (post-hoc)
B-P7.07	B-	T2b: phase-panel segmentation (BEFORE/DURING/END) — pending
J-P7.07	J-	T3: J--scope (post-hoc)
X-P7.07	X-	T3: X--scope (post-hoc)
B-P7.08	B-	T2b: phase-panel segmentation (BEFORE/DURING/END) — pending
J-P7.08	J-	T3: J--scope (post-hoc)
X-P7.08	X-	T3: X--scope (post-hoc)
B-P7.09	B-	T2b: phase-panel segmentation (BEFORE/DURING/END) — pending
J-P7.09	J-	T3: J--scope (post-hoc)
X-P7.09	X-	T3: X--scope (post-hoc)
B-P7.10	B-	T2b: phase-panel segmentation (BEFORE/DURING/END) — pending
J-P7.10	J-	T3: J--scope (post-hoc)
X-P7.10	X-	T3: X--scope (post-hoc)
B-P8L.01	B-	T2b: large/small needs daemon size_thr anchor (E53, not persisted)
J-P8L.01	J-	T3: J--scope (post-hoc)
X-P8L.01	X-	T3: X--scope (post-hoc)
B-P8L.02	B-	T2b: large/small needs daemon size_thr anchor (E53, not persisted)
J-P8L.02	J-	T3: J--scope (post-hoc)
X-P8L.02	X-	T3: X--scope (post-hoc)
B-P8L.03	B-	T2b: large/small needs daemon size_thr anchor (E53, not persisted)
J-P8L.03	J-	T3: J--scope (post-hoc)
X-P8L.03	X-	T3: X--scope (post-hoc)
B-P8L.04	B-	T2b: large/small needs daemon size_thr anchor (E53, not persisted)
J-P8L.04	J-	T3: J--scope (post-hoc)
X-P8L.04	X-	T3: X--scope (post-hoc)
B-P8L.05	B-	T2b: large/small needs daemon size_thr anchor (E53, not persisted)
J-P8L.05	J-	T3: J--scope (post-hoc)
X-P8L.05	X-	T3: X--scope (post-hoc)
B-P8L.06	B-	T2b: large/small needs daemon size_thr anchor (E53, not persisted)
J-P8L.06	J-	T3: J--scope (post-hoc)
X-P8L.06	X-	T3: X--scope (post-hoc)
B-P8L.07	B-	T2b: large/small needs daemon size_thr anchor (E53, not persisted)
J-P8L.07	J-	T3: J--scope (post-hoc)
X-P8L.07	X-	T3: X--scope (post-hoc)
B-P8L.08	B-	T2b: large/small needs daemon size_thr anchor (E53, not persisted)
J-P8L.08	J-	T3: J--scope (post-hoc)
X-P8L.08	X-	T3: X--scope (post-hoc)
B-P8L.09	B-	T2b: large/small needs daemon size_thr anchor (E53, not persisted)
J-P8L.09	J-	T3: J--scope (post-hoc)
X-P8L.09	X-	T3: X--scope (post-hoc)
B-P8L.10	B-	T2b: large/small needs daemon size_thr anchor (E53, not persisted)
J-P8L.10	J-	T3: J--scope (post-hoc)
X-P8L.10	X-	T3: X--scope (post-hoc)
B-P8L.11	B-	T2b: large/small needs daemon size_thr anchor (E53, not persisted)
J-P8L.11	J-	T3: J--scope (post-hoc)
X-P8L.11	X-	T3: X--scope (post-hoc)
B-P8S.01	B-	T2b: large/small needs daemon size_thr anchor (E53, not persisted)
J-P8S.01	J-	T3: J--scope (post-hoc)
X-P8S.01	X-	T3: X--scope (post-hoc)
B-P8S.02	B-	T2b: large/small needs daemon size_thr anchor (E53, not persisted)
J-P8S.02	J-	T3: J--scope (post-hoc)
X-P8S.02	X-	T3: X--scope (post-hoc)
B-P8S.03	B-	T2b: large/small needs daemon size_thr anchor (E53, not persisted)
J-P8S.03	J-	T3: J--scope (post-hoc)
X-P8S.03	X-	T3: X--scope (post-hoc)
B-P8S.04	B-	T2b: large/small needs daemon size_thr anchor (E53, not persisted)
J-P8S.04	J-	T3: J--scope (post-hoc)
X-P8S.04	X-	T3: X--scope (post-hoc)
B-P8S.05	B-	T2b: large/small needs daemon size_thr anchor (E53, not persisted)
J-P8S.05	J-	T3: J--scope (post-hoc)
X-P8S.05	X-	T3: X--scope (post-hoc)
B-P8S.06	B-	T2b: large/small needs daemon size_thr anchor (E53, not persisted)
J-P8S.06	J-	T3: J--scope (post-hoc)
X-P8S.06	X-	T3: X--scope (post-hoc)
B-P8S.07	B-	T2b: large/small needs daemon size_thr anchor (E53, not persisted)
J-P8S.07	J-	T3: J--scope (post-hoc)
X-P8S.07	X-	T3: X--scope (post-hoc)
B-P8S.08	B-	T2b: large/small needs daemon size_thr anchor (E53, not persisted)
J-P8S.08	J-	T3: J--scope (post-hoc)
X-P8S.08	X-	T3: X--scope (post-hoc)
B-P8S.09	B-	T2b: large/small needs daemon size_thr anchor (E53, not persisted)
J-P8S.09	J-	T3: J--scope (post-hoc)
X-P8S.09	X-	T3: X--scope (post-hoc)
B-P8S.10	B-	T2b: large/small needs daemon size_thr anchor (E53, not persisted)
J-P8S.10	J-	T3: J--scope (post-hoc)
X-P8S.10	X-	T3: X--scope (post-hoc)
B-P9.01	B-	T2b: composite-lean panel — pending
J-P9.01	J-	T3: J--scope (post-hoc)
X-P9.01	X-	T3: X--scope (post-hoc)
B-P9.02	B-	T2b: composite-lean panel — pending
J-P9.02	J-	T3: J--scope (post-hoc)
X-P9.02	X-	T3: X--scope (post-hoc)
B-P9.03	B-	T2b: composite-lean panel — pending
J-P9.03	J-	T3: J--scope (post-hoc)
X-P9.03	X-	T3: X--scope (post-hoc)
B-P9.04	B-	T2b: composite-lean panel — pending
J-P9.04	J-	T3: J--scope (post-hoc)
X-P9.04	X-	T3: X--scope (post-hoc)
B-P9.05	B-	T2b: composite-lean panel — pending
J-P9.05	J-	T3: J--scope (post-hoc)
X-P9.05	X-	T3: X--scope (post-hoc)
B-P9.06	B-	T2b: composite-lean panel — pending
J-P9.06	J-	T3: J--scope (post-hoc)
X-P9.06	X-	T3: X--scope (post-hoc)
B-P9.07	B-	T2b: composite-lean panel — pending
J-P9.07	J-	T3: J--scope (post-hoc)
X-P9.07	X-	T3: X--scope (post-hoc)
B-P9.08	B-	T2b: composite-lean panel — pending
J-P9.08	J-	T3: J--scope (post-hoc)
X-P9.08	X-	T3: X--scope (post-hoc)
B-P9.09	B-	T2b: composite-lean panel — pending
J-P9.09	J-	T3: J--scope (post-hoc)
X-P9.09	X-	T3: X--scope (post-hoc)
B-P9.10	B-	T2b: composite-lean panel — pending
J-P9.10	J-	T3: J--scope (post-hoc)
X-P9.10	X-	T3: X--scope (post-hoc)
B-P0.01	B-	T2b: smoothed-lean twin (locked-region / confirmed-cross) — pending
J-P0.01	J-	T3: J--scope (post-hoc)
X-P0.01	X-	T3: X--scope (post-hoc)
B-P0.02	B-	T2b: smoothed-lean twin (locked-region / confirmed-cross) — pending
J-P0.02	J-	T3: J--scope (post-hoc)
X-P0.02	X-	T3: X--scope (post-hoc)
B-P0.03	B-	T2b: smoothed-lean twin (locked-region / confirmed-cross) — pending
J-P0.03	J-	T3: J--scope (post-hoc)
X-P0.03	X-	T3: X--scope (post-hoc)
B-P0.04	B-	T2b: smoothed-lean twin (locked-region / confirmed-cross) — pending
J-P0.04	J-	T3: J--scope (post-hoc)
X-P0.04	X-	T3: X--scope (post-hoc)
B-P0.05	B-	T2b: smoothed-lean twin (locked-region / confirmed-cross) — pending
J-P0.05	J-	T3: J--scope (post-hoc)
X-P0.05	X-	T3: X--scope (post-hoc)
B-P0.06	B-	T2b: smoothed-lean twin (locked-region / confirmed-cross) — pending
J-P0.06	J-	T3: J--scope (post-hoc)
X-P0.06	X-	T3: X--scope (post-hoc)
B-P0.07	B-	T2b: smoothed-lean twin (locked-region / confirmed-cross) — pending
J-P0.07	J-	T3: J--scope (post-hoc)
X-P0.07	X-	T3: X--scope (post-hoc)
B-P0.08	B-	T2b: smoothed-lean twin (locked-region / confirmed-cross) — pending
J-P0.08	J-	T3: J--scope (post-hoc)
X-P0.08	X-	T3: X--scope (post-hoc)
B-P0.09	B-	T2b: smoothed-lean twin (locked-region / confirmed-cross) — pending
J-P0.09	J-	T3: J--scope (post-hoc)
X-P0.09	X-	T3: X--scope (post-hoc)
B-P0.10	B-	T2b: smoothed-lean twin (locked-region / confirmed-cross) — pending
J-P0.10	J-	T3: J--scope (post-hoc)
X-P0.10	X-	T3: X--scope (post-hoc)
B-P0.11	B-	T2b: smoothed-lean twin (locked-region / confirmed-cross) — pending
J-P0.11	J-	T3: J--scope (post-hoc)
X-P0.11	X-	T3: X--scope (post-hoc)
J-S.01	J-	T3: J--scope (post-hoc)
X-S.01	X-	T3: X--scope (post-hoc)
J-S.02	J-	T3: J--scope (post-hoc)
X-S.02	X-	T3: X--scope (post-hoc)
J-S.03	J-	T3: J--scope (post-hoc)
X-S.03	X-	T3: X--scope (post-hoc)
J-S.04	J-	T3: J--scope (post-hoc)
X-S.04	X-	T3: X--scope (post-hoc)
J-S.05	J-	T3: J--scope (post-hoc)
X-S.05	X-	T3: X--scope (post-hoc)
J-S.06	J-	T3: J--scope (post-hoc)
X-S.06	X-	T3: X--scope (post-hoc)
J-S.07	J-	T3: J--scope (post-hoc)
X-S.07	X-	T3: X--scope (post-hoc)
J-S.08	J-	T3: J--scope (post-hoc)
X-S.08	X-	T3: X--scope (post-hoc)
J-S.09	J-	T3: J--scope (post-hoc)
X-S.09	X-	T3: X--scope (post-hoc)
J-S.10	J-	T3: J--scope (post-hoc)
X-S.10	X-	T3: X--scope (post-hoc)
J-S.11	J-	T3: J--scope (post-hoc)
X-S.11	X-	T3: X--scope (post-hoc)
J-S.12	J-	T3: J--scope (post-hoc)
